char_ngram,count
"诗,",1
诗.,2
诗?,1
诗·,1
诗—,1
诗。,7
诗《,1
诗一,3
诗不,1
诗中,2
诗丹,1
诗丽,2
诗了,1
诗人,81
诗从,1
诗会,1
诗你,1
诗写,2
诗南,1
诗友,1
诗句,2
诗可,2
诗史,1
诗吉,1
诗吗,6
诗吧,1
诗呢,1
诗团,1
诗奥,1
诗妮,1
诗婷,1
诗寄,1
诗少,1
诗就,2
诗已,1
诗式,1
诗性,1
诗情,2
诗意,11
诗描,1
诗文,2
诗时,1
诗是,1
诗曼,1
诗有,1
诗来,3
诗梳,1
诗歌,51
诗献,1
诗班,12
诗琳,1
诗电,1
诗画,1
诗的,13
诗篇,5
诗精,1
诗给,2
诗般,4
诗莉,1
诗著,1
诗被,1
诗词,2
诗诗,1
诗调,1
诗还,1
诗遍,1
诗那,1
诗里,2
诗集,4
诗！,3
诗，,4
诗：,2
诗？,2
诘—,1
诘吗,1
诘时,1
诘责,2
诘问,16
诚 ,24
诚!,3
诚#,1
"诚,",1
诚.,3
诚—,1
诚“,1
诚”,1
诚、,20
诚。,11
诚一,3
诚与,4
诚为,1
诚之,8
诚也,1
诚了,5
诚于,5
诚互,1
诚交,1
诚产,1
诚亲,1
诚人,1
诚令,1
诚以,3
诚会,1
诚但,1
诚住,2
诚作,1
诚你,2
诚供,1
诚信,66
诚倡,2
诚先,1
诚兴,1
诚军,4
诚决,1
诚分,2
诚则,1
诚到,1
诚努,22
诚勿,1
诚卫,1
诚参,1
诚反,1
诚只,1
诚可,2
诚合,21
诚同,1
诚吗,1
诚呀,1
诚告,1
诚呢,2
诚和,35
诚啊,2
诚团,5
诚国,1
诚地,111
诚坦,1
诚声,1
诚奉,3
诚如,4
诚姿,1
诚实,200
诚对,7
诚履,3
诚工,1
诚已,1
诚布,23
诚希,36
诚并,1
诚应,1
诚度,12
诚开,2
诚心,18
诚态,3
诚恐,1
诚恳,27
诚惶,1
诚意,164
诚感,19
诚愿,1
诚战,1
诚承,5
诚抱,1
诚拥,1
诚挚,66
诚方,2
诚是,1
诚朋,1
诚期,2
诚构,1
诚欢,1
诚欣,2
诚渴,1
诚满,1
诚然,54
诚爱,1
诚的,151
诚相,13
诚祝,4
诚离,1
诚笃,2
诚置,1
诚者,1
诚而,4
诚蒙,1
诚行,2
诚要,1
诚解,1
诚评,2
诚话,1
诚请,1
诚谈,2
诚谋,1
诚赞,4
诚转,1
诚进,4
诚遭,2
诚遵,1
诚那,1
诚需,1
诚面,1
诚高,1
诚鼓,1
诚，,14
诛o,1
诛九,2
诛地,1
诛大,2
诛灭,1
诛笔,4
话 ,1275
话!,34
"话""",14
话',4
话(,12
话),34
话*,1
"话,",95
话-,3
话.,194
话/,6
话1,26
话2,2
话3,2
话4,1
话9,1
话:,23
话;,3
话?,64
话[,2
话],5
话_,1
话`,1
话a,1
话b,1
话m,1
话t,1
话е,3
话—,26
话―,5
话“,3
话”,47
话…,1
话∮,1
话　,4
话、,131
话。,1374
话》,4
话」,1
话ㄓ,2
话一,16
话三,1
话上,14
话下,4
话不,60
话与,165
话专,1
话世,7
话业,1
话丝,1
话丢,2
话丧,1
话丫,1
话中,184
话为,18
话主,4
话举,3
话么,12
话之,40
话也,48
话习,1
话书,2
话了,242
话予,1
话事,5
话二,1
话些,1
话交,6
话产,3
话亭,9
话人,10
话什,14
话仅,1
话今,5
话介,1
话仍,8
话从,11
话他,10
话代,3
话令,4
话以,68
话仪,1
话伙,12
话会,267
话传,6
话伤,1
话似,6
话位,1
话体,2
话何,3
话作,24
话你,44
话使,10
话依,1
话侧,1
话便,4
话促,4
话俄,1
话信,2
话倒,3
话候,2
话倡,1
话值,1
话做,11
话像,3
话儿,5
话先,2
话入,1
话全,22
话公,5
话关,8
话其,1
话具,3
话内,10
话再,6
话写,4
话几,1
话出,3
话分,40
话切,2
话划,1
话则,2
话刚,1
话创,6
话删,1
话别,5
话到,23
话制,3
话刻,2
话前,5
话剧,10
话割,1
话力,2
话加,6
话努,1
话勒,1
话包,2
话区,1
话十,4
话协,4
话单,2
话卡,5
话即,2
话却,1
话原,1
话去,16
话参,4
话又,13
话及,26
话双,3
话发,6
话取,7
话受,1
话变,3
话另,1
话只,16
话叫,13
话召,2
话可,44
话台,1
话号,82
话吃,1
话各,2
话同,1
话后,16
话向,2
话吓,1
话吗,228
话吧,53
话听,6
话启,1
话吸,1
话吹,1
话呀,25
话告,24
话员,1
话呢,59
话周,3
话咁,1
话和,399
话咗,1
话咨,4
话哄,1
话哈,1
话响,12
话哟,1
话哦,6
话唠,3
话唱,1
话商,1
话啊,38
话啦,4
话啰,1
话嘟,1
话器,1
话回,11
话因,4
话围,1
话国,4
话在,41
话地,1
话场,1
话均,2
话坎,1
话坏,1
话基,5
话塔,1
话增,3
话声,2
话外,5
话多,10
话够,1
话大,11
话太,14
话失,2
话奠,3
话女,2
话她,7
话好,16
话如,3
话始,1
话委,2
话威,1
话存,1
话学,1
话它,1
话安,2
话完,3
话定,2
话实,28
话客,1
话宣,1
话室,1
话家,1
话富,2
话对,30
话寻,2
话将,43
话小,7
话少,5
话尚,1
话尤,2
话就,109
话局,2
话工,5
话已,16
话市,3
话希,1
话带,3
话帮,4
话幕,1
话干,3
话平,3
话年,44
话并,51
话幽,1
话广,1
话库,1
话应,20
话建,4
话开,13
话式,2
话引,4
话强,2
话当,12
话录,14
话形,4
话往,1
话很,27
话得,10
话心,1
话必,14
话快,2
话忽,1
话怎,11
话性,1
话总,5
话情,6
话想,14
话惹,1
话愉,1
话意,4
话感,5
话愿,1
话慢,3
话成,5
话我,89
话或,24
话战,2
话房,1
话所,23
话才,14
话打,15
话执,2
话扯,1
话找,23
话技,4
话抓,1
话投,1
话抛,1
话报,12
话拿,5
话持,3
话挂,4
话指,6
话振,1
话挺,2
话探,1
话接,4
话控,1
话推,7
话描,1
话提,45
话插,1
话揶,1
话搜,1
话搞,1
话摘,1
话播,1
话撰,1
话支,2
话收,4
话改,3
话放,6
话政,1
话故,16
话效,2
话敞,1
话数,4
话文,14
话断,1
话斯,1
话新,1
话方,39
话旁,3
话无,5
话既,1
话日,1
话旨,1
话早,2
话时,71
话明,1
话是,126
话显,3
话普,1
话暂,1
话更,4
话曾,1
话替,3
话最,8
话有,29
话服,20
话期,36
话未,1
话末,1
话本,7
话机,22
话权,1
话条,2
话来,135
话极,2
话枪,1
话架,1
话柏,1
话根,1
话框,7
话桌,1
话梅,1
话概,1
话正,3
话母,1
话每,3
话比,3
话毫,2
话气,1
话水,1
话求,2
话没,19
话法,4
话注,2
话活,2
话淫,1
话深,1
话清,3
话渠,2
话温,2
话游,1
话滚,1
话满,1
话激,1
话点,1
话热,13
话爆,1
话特,5
话现,2
话理,1
话用,5
话由,4
话电,1
话畅,1
话留,3
话痨,4
话的,778
话监,1
话目,1
话直,12
话相,1
话看,2
话真,10
话知,1
话短,14
话研,7
话确,7
话碗,1
话礼,1
话神,1
话离,1
话秀,1
话科,1
话秘,1
话积,1
话称,1
话移,1
话程,2
话稍,2
话稿,6
话空,3
话突,1
话窃,2
话立,1
话竞,1
话笨,1
话第,4
话等,11
话筒,6
话答,2
话筹,7
话简,3
话算,10
话管,2
话簿,4
话类,1
话精,8
话糙,1
话系,2
话索,1
话紧,2
话纠,1
话约,3
话纪,2
话纲,1
话纳,1
话线,21
话组,3
话经,1
话结,15
话给,344
话继,1
话罐,1
话网,8
话罚,1
话翻,1
话者,63
话而,29
话聊,1
话联,12
话聪,1
话肯,1
话能,17
话脱,1
话自,3
话至,2
话般,2
话色,1
话节,4
话英,2
话草,2
话获,2
话营,1
话薄,1
话虽,9
话蛮,1
话行,5
话表,22
话被,7
话西,1
话要,82
话覆,1
话见,1
话规,2
话视,1
话解,18
话言,1
话警,2
话计,1
话订,2
话认,1
话讨,4
话让,10
话议,4
话讯,1
话记,13
话讲,18
话论,18
话设,10
话证,6
话试,2
话该,3
话语,34
话说,268
话请,3
话课,1
话谁,5
话调,7
话谈,7
话谢,1
话谴,1
话象,2
话负,2
话账,2
话质,2
话贴,1
话费,13
话资,1
话走,1
话起,1
话越,5
话跟,22
话转,7
话轻,1
话边,2
话达,1
话过,27
话还,20
话这,21
话进,43
话远,2
话连,4
话送,1
话逐,1
话通,12
话道,2
话那,5
话部,6
话都,50
话采,5
话里,41
话重,4
话铃,14
话错,1
话镇,3
话长,18
话问,18
话间,2
话阶,1
话阻,1
话除,1
话随,3
话集,1
话雇,1
话需,3
话青,1
话非,5
话面,1
话革,1
话音,2
话项,1
话预,2
话领,1
话频,1
话题,146
话馆,1
话馈,1
话首,1
话骑,1
话骚,2
话鼓,1
话,1
话,1
话,1
话！,64
话（,42
话）,56
话，,2028
话－,1
话．,2
话：,386
话；,121
话？,141
诞 ,8
"诞""",1
诞),1
诞.,1
诞?,1
诞·,1
诞下,1
诞不,1
诞世,1
诞之,2
诞人,1
诞假,3
诞公,7
诞冰,1
诞前,8
诞卡,3
诞即,1
诞可,1
诞后,1
诞嘛,1
诞夜,10
诞夫,1
诞奇,1
诞套,1
诞小,1
诞岛,1
诞庆,1
诞快,59
诞感,1
诞故,1
诞教,5
诞敬,1
诞文,1
诞时,1
诞晚,1
诞期,1
诞树,12
诞歌,4
诞正,1
诞派,6
诞爷,1
诞特,2
诞狗,1
诞现,1
诞生,134
诞的,11
诞礼,23
诞精,5
诞经,1
诞老,79
诞者,1
诞至,1
诞节,128
诞蛋,1
诞说,2
诞费,1
诞贺,1
诞辰,3
诞都,1
诞针,1
诞铃,1
诞音,2
诞颂,6
诞饼,1
诞魔,1
诞，,3
诟病,5
诠译,2
诠释,44
诡 ,3
诡.,1
诡?,1
诡ê,1
诡ы,1
诡。,1
诡ㄓ,1
诡云,1
诡异,42
诡怪,1
诡洛,1
诡痜,1
诡盾,1
诡秘,2
诡穦,1
诡絋,1
诡计,41
诡诈,2
诡谋,1
诡辩,3
诡郎,1
诡,1
诡,1
询 ,12
询!,1
询(,14
询),4
询*,1
"询,",1
询.,1
询/,2
询;,1
询[,1
询_,2
询h,1
询w,1
询—,3
询”,5
询、,102
询。,171
询》,1
询一,5
询下,1
询与,8
询专,10
询中,33
询为,2
询主,1
询之,1
询也,1
询了,11
询事,7
询人,116
询他,1
询代,1
询令,1
询以,21
询仪,1
询任,3
询伙,1
询会,40
询作,17
询你,3
询使,1
询信,5
询公,40
询共,1
询关,2
询其,5
询内,1
询到,1
询制,3
询办,13
询功,2
询区,1
询协,6
询单,2
询即,2
询参,3
询及,9
询双,1
询反,1
询可,2
询台,2
询司,18
询各,1
询合,1
询同,2
询名,1
询后,10
询向,1
询告,1
询员,13
询和,338
询咨,1
询因,1
询团,11
询国,6
询在,3
询地,6
询均,1
询基,2
询处,18
询外,4
询委,2737
询它,3
询安,1
询实,1
询审,1
询对,1
询将,3
询小,346
询就,1
询局,1
询居,1
询展,2
询履,1
询州,1
询工,26
询已,2
询师,3
询帮,1
询干,1
询并,11
询广,1
询应,1
询建,2
询律,1
询得,1
询必,1
询性,9
询情,1
询意,720
询我,2
询或,20
询所,7
询手,2
询执,1
询技,2
询投,2
询报,8
询指,3
询捐,1
询提,1
询援,5
询支,8
询政,1
询教,2
询数,3
询文,2
询方,39
询时,8
询是,5
询显,1
询最,2
询有,7
询服,557
询期,3
询本,1
询机,613
询权,3
询架,1
询案,1
询次,2
询欧,1
询正,3
询治,1
询法,2
询活,22
询清,6
询渠,1
询澳,1
询点,2
询热,1
询特,11
询率,1
询理,56
询由,1
询电,1
询登,5
询的,60
询真,2
询研,2
询磋,2
询科,13
询秘,3
询积,1
询程,8
询空,2
询第,1
询等,5
询管,2
询精,2
询系,8
询索,1
询组,41
询经,2
询结,5
询编,1
询网,3
询署,1
询美,1
询者,6
询而,5
询职,14
询联,8
询股,26
询能,4
询范,1
询获,5
询董,1
询行,2
询表,6
询要,1
询计,2
询记,1
询讲,1
询许,1
询论,2
询设,1
询访,2
询证,1
询诊,1
询该,1
询语,1
询请,10
询课,2
询调,3
询负,1
询财,1
询责,1
询货,1
询质,2
询费,12
询资,6
询身,3
询转,1
询辅,1
询迄,1
询过,9
询这,6
询进,4
询途,1
询通,1
询部,3
询重,1
询门,1
询问,714
询阿,2
询附,9
询集,1
询雇,1
询零,1
询青,1
询项,3
询顾,7
询领,1
询香,2
询！,1
询（,10
询）,19
询，,185
询：,17
询；,65
询？,1
该 ,99
该!,2
"该,",3
该-,1
该.,41
该5,1
该6,1
该9,1
该],1
该`,1
该a,2
该b,1
该c,2
该d,1
该e,1
该g,1
该j,1
该k,1
该l,1
该m,1
该o,2
该p,5
该r,1
该s,2
该t,2
该v,1
该—,1
该“,10
该、,3
该。,16
该《,348
该一,55
该三,3
该上,35
该下,16
该不,125
该与,56
该专,129
该世,5
该业,3
该东,4
该丢,2
该两,77
该严,12
该丧,1
该个,16
该中,324
该临,14
该为,151
该主,54
该举,47
该义,37
该之,1
该乐,1
该乖,2
该乘,5
该也,20
该习,3
该乡,2
该书,20
该买,13
该乱,1
该了,12
该予,19
该争,7
该事,141
该二,1
该于,5
该互,4
该亚,3
该交,15
该产,14
该享,19
该亮,1
该亲,6
该人,222
该什,8
该仅,9
该今,2
该介,8
该仍,5
该从,69
该仓,2
该仔,5
该他,6
该付,12
该代,253
该令,2
该以,89
该仪,1
该仲,12
该件,5
该价,3
该任,42
该份,17
该企,34
该伊,3
该休,9
该优,25
该伙,9
该会,320
该传,6
该伤,2
该伦,1
该估,4
该伴,1
该伸,1
该似,1
该位,5
该低,6
该住,5
该体,29
该何,3
该作,47
该你,47
该使,58
该例,5
该供,13
该依,13
该侧,2
该侵,4
该便,1
该促,21
该保,92
该信,132
该修,69
该俱,2
该候,4
该借,5
该倡,126
该债,27
该值,2
该倾,1
该假,11
该偏,2
该做,202
该停,35
该健,1
该偷,3
该偿,1
该储,4
该催,1
该像,21
该儿,29
该允,21
该元,1
该兄,2
该充,25
该先,43
该光,3
该克,1
该免,6
该兑,1
该党,57
该入,1
该全,18
该公,857
该共,32
该关,15
该其,4
该具,28
该养,3
该内,2
该再,49
该冒,4
该写,8
该军,6
该农,4
该冲,24
该决,1811
该冷,4
该冻,5
该准,57
该减,6
该凭,2
该出,70
该函,5
该分,158
该切,4
该刊,4
该刑,6
该划,3
该列,17
该刚,1
该创,4
该删,5
该判,31
该利,29
该别,1
该刮,1
该到,25
该制,141
该刷,1
该刻,1
该前,6
该剥,3
该剧,2
该剪,1
该副,4
该力,4
该办,340
该功,1
该加,100
该务,1
该动,51
该助,3
该努,23
该劳,1
该势,1
该勒,1
该勤,1
该包,64
该化,15
该区,1395
该医,6
该十,24
该千,1
该升,3
该半,7
该协,400
该单,39
该卖,3
该南,1
该博,1
该占,1
该卡,8
该卫,12
该印,2
该危,12
该即,1
该卷,11
该卸,1
该厂,9
该厅,96
该厌,1
该原,69
该去,184
该县,2
该参,27
该又,2
该及,3
该友,2
该双,4
该反,27
该发,108
该取,9
该受,55
该变,9
该叙,1
该叛,1
该口,8
该句,6
该另,20
该只,13
该叫,40
该召,2
该可,52
该台,3
该号,2
该司,318
该吁,1
该吃,17
该各,4
该合,60
该同,37
该名,82
该后,4
该向,67
该吓,2
该吗,4
该含,11
该听,36
该启,3
该吵,1
该吸,10
该吹,1
该呆,9
该呈,5
该告,52
该员,44
该周,5
该呼,8
该命,32
该咋,1
该和,61
该咖,1
该咨,14
该品,2
该响,1
该哭,3
该唠,1
该唤,1
该唱,1
该啄,1
该商,12
该啊,3
该善,1
该喜,2
该喝,11
该嘱,1
该嘿,1
该囚,2
该四,4
该回,86
该因,16
该团,49
该国,3736
该图,13
该圆,2
该土,8
该在,447
该地,1106
该场,12
该坏,1
该坐,9
该坚,17
该坠,1
该坦,1
该埋,1
该城,39
该域,1
该培,16
该基,329
该堆,1
该墙,6
该增,22
该士,3
该声,65
该处,165
该备,33
该复,1
该夏,1
该外,32
该多,39
该夜,1
该够,5
该大,124
该天,4
该太,2
该失,4
该奇,1
该奉,2
该契,5
该奖,16
该套,11
该奢,1
该女,9
该好,23
该如,95
该妄,1
该妇,11
该妈,1
该妥,3
该妨,2
该始,2
该姓,1
该委,969
该娶,2
该婚,4
该婴,2
该嫁,2
该嫉,2
该嫌,5
该子,3
该孕,1
该字,1
该存,6
该孤,2
该学,61
该它,1
该守,18
该安,12
该完,11
该宏,1
该官,12
该定,53
该实,61
该审,71
该宣,117
该室,3
该宪,32
该害,2
该家,16
该容,3
该宽,1
该宿,2
该密,3
该察,1
该对,145
该寺,3
该寻,11
该导,11
该射,2
该将,79
该尊,17
该小,348
该少,4
该尝,6
该就,47
该尴,1
该尽,51
该局,93
该届,195
该屎,1
该展,13
该属,6
该履,7
该屯,1
该岛,123
该崇,2
该州,25
该工,400
该巩,2
该差,4
该已,27
该巴,1
该市,45
该师,2
该希,3
该帐,8
该帝,2
该带,24
该席,4
该帮,24
该常,15
该干,38
该平,11
该年,99
该并,2
该幸,2
该幼,1
该广,2
该庆,15
该庇,1
该序,3
该库,1
该应,13
该废,5
该座,3
该庭,4
该延,5
该建,196
该开,47
该异,2
该弄,4
该引,17
该张,1
该弥,1
该弹,3
该强,45
该归,6
该当,51
该录,5
该形,2
该影,7
该彻,1
该彼,1
该往,8
该征,6
该待,7
该很,38
该律,4
该得,155
该循,1
该德,1
该心,3
该必,1
该忆,2
该忍,1
该志,1
该忘,14
该忙,1
该忠,1
该快,7
该忽,11
该怀,6
该怎,500
该怕,1
该思,3
该性,1
该怨,1
该怪,3
该总,7
该恐,9
该恢,1
该恨,3
该恪,1
该悄,1
该您,2
该悬,1
该情,19
该惧,1
该惩,3
该惯,2
该想,25
该意,26
该感,33
该愤,1
该愿,4
该慎,2
该慢,1
该懂,7
该成,145
该我,20
该戒,1
该或,3
该战,196
该截,1
该戴,7
该房,11
该所,58
该手,45
该打,31
该扔,4
该托,1
该执,20
该扩,19
该扪,2
该扭,1
该扮,4
该扯,1
该批,8
该找,40
该承,63
该技,15
该把,165
该抑,1
该抓,8
该投,9
该抖,1
该抗,1
该折,1
该抚,1
该抛,6
该护,3
该报,1056
该披,3
该抬,1
该抱,2
该抵,1
该押,2
该抽,2
该担,33
该拉,1
该拍,6
该拒,5
该拖,1
该拘,6
该招,1
该拟,20
该拥,7
该拨,3
该拼,1
该拿,17
该持,12
该挂,3
该指,249
该按,38
该挑,4
该挖,2
该挡,1
该挣,1
该挨,1
该振,1
该挺,3
该挽,1
该捍,1
该捐,3
该捕,1
该捞,1
该损,8
该换,12
该据,1
该掀,1
该掂,1
该授,8
该掌,2
该排,8
该探,7
该接,25
该控,5
该推,14
该掩,1
该措,76
该掺,1
该描,1
该提,268
该插,2
该揭,1
该援,9
该搅,1
该搜,1
该搞,4
该搬,3
该搭,1
该携,2
该摄,1
该摆,2
该摈,1
该摒,2
该摘,3
该摧,1
该撕,1
该撤,8
该操,2
该支,53
该收,14
该改,23
该放,52
该政,142
该效,1
该敌,1
该救,6
该教,25
该敦,4
该敬,1
该数,81
该整,3
该敷,1
该文,404
该料,4
该断,4
该新,13
该方,790
该施,4
该旅,7
该族,2
该无,7
该既,5
该日,88
该旨,5
该早,16
该时,29
该明,27
该昏,1
该星,5
该映,1
该是,605
该显,2
该晕,1
该普,4
该暂,6
该暑,1
该暗,2
该暴,2
该曲,1
该更,97
该替,5
该最,10
该月,10
该有,245
该服,9
该望,1
该朝,2
该期,66
该未,5
该本,6
该术,14
该机,544
该杀,17
该杂,5
该权,29
该材,3
该村,25
该条,983
该来,131
该极,2
该构,7
该枪,4
该架,5
该柜,1
该查,6
该柬,1
该标,20
该栏,3
该树,1
该校,53
该核,5
该根,40
该格,2
该框,106
该案,304
该桌,1
该档,3
该桥,2
该梦,1
该梯,1
该梳,1
该检,17
该植,1
该楼,3
该概,13
该模,27
该橡,1
该次,254
该欢,2
该欧,2
该款,139
该歇,2
该歌,1
该正,6
该步,2
该武,8
该歧,1
该歪,1
该死,1035
该残,2
该殖,2
该段,154
该毁,1
该每,6
该比,42
该毗,1
该毫,8
该民,2
该气,1
该水,5
该永,7
该汇,10
该污,1
该汲,1
该沉,3
该沙,2
该没,50
该河,2
该油,1
该治,2
该沿,2
该泄,1
该法,1299
该注,39
该洗,4
该津,2
该活,37
该派,6
该流,18
该测,2
该浪,1
该海,1
该消,10
该涉,10
该涨,1
该涵,3
该淘,1
该深,4
该混,7
该清,43
该渗,2
该港,6
该游,2
该源,1
该溜,1
该滚,1
该满,9
该滥,1
该漂,1
该演,7
该漫,1
该澄,5
该激,2
该灭,1
该炒,1
该炮,1
该炸,2
该点,2
该炼,1
该烧,3
该热,3
该烹,1
该照,15
该爆,2
该爬,2
该爱,7
该片,1
该版,1
该牢,4
该物,35
该牵,2
该特,528
该犬,1
该犯,10
该状,1
该犹,1
该独,9
该猜,2
该王,2
该玩,2
该环,1
该现,18
该珊,1
该珍,3
该班,1
该理,70
该生,15
该用,73
该甩,2
该由,85
该申,44
该电,18
该男,6
该画,2
该界,3
该留,20
该疑,1
该疫,2
该疯,1
该疼,1
该疾,31
该病,11
该痛,1
该登,18
该白,1
该百,3
该的,28
该盆,2
该盈,3
该监,22
该盖,1
该盛,1
该盟,5
该目,46
该盯,1
该盲,1
该直,6
该相,32
该省,104
该看,72
该真,8
该眼,1
该着,16
该睡,17
该瞄,1
该知,127
该矩,3
该短,3
该矿,7
该研,177
该破,4
该硬,1
该确,61
该碰,1
该示,6
该礼,1
该社,32
该祈,1
该祝,1
该神,1
该票,4
该祷,1
该祸,2
该禁,10
该离,27
该私,2
该种,13
该科,144
该秘,19
该积,9
该称,8
该移,8
该程,49
该稍,2
该税,5
该稳,4
该稽,1
该稿,2
该穆,1
该空,7
该穿,13
该突,4
该窗,1
该立,33
该站,14
该竞,2
该章,30
该竭,2
该笑,2
该笔,18
该符,11
该第,13
该等,36
该答,6
该策,5
该筹,3
该签,6
该简,10
该算,8
该管,11
该篇,2
该篡,1
该类,24
该粮,1
该精,3
该系,213
该索,18
该紧,4
该纠,2
该约,5
该级,2
该纪,6
该纲,18
该纳,7
该线,3
该练,4
该组,820
该细,1
该终,1
该经,18
该结,44
该给,75
该绝,1
该统,8
该继,129
该绩,1
该绰,1
该维,4
该综,8
该缓,2
该缔,698
该编,8
该缩,4
该缺,1
该网,188
该罗,1
该罢,2
该罪,19
该置,1
该署,48
该美,1
该羞,1
该群,34
该老,1
该考,122
该而,3
该耐,1
该聊,4
该职,51
该联,89
该聚,2
该股,199
该肯,4
该背,5
该胶,1
该能,83
该脆,1
该脑,1
该脚,1
该脱,2
该腐,1
该自,30
该至,4
该致,9
该舍,2
该舒,1
该舞,1
该航,7
该舰,1
该舷,1
该船,24
该艇,1
该艾,1
该节,35
该花,2
该范,5
该草,131
该药,4
该获,8
该菊,1
该营,12
该落,4
该著,1
该董,1
该蓄,1
该蓝,2
该蔑,1
该薪,1
该藏,1
该蘑,1
该虚,1
该蛋,1
该蛮,2
该融,5
该行,337
该街,1
该衡,3
该补,16
该表,55
该衬,1
该袖,1
该被,116
该袭,3
该裁,31
该装,11
该要,80
该覆,2
该见,12
该观,67
该规,116
该视,17
该觉,2
该觊,1
该角,3
该解,24
该触,1
该警,21
该计,423
该订,5
该认,49
该讨,35
该让,101
该训,7
该议,266
该记,50
该讲,48
该许,8
该论,103
该设,60
该访,3
该证,25
该评,27
该诉,8
该诊,1
该词,36
该试,31
该诚,2
该诡,1
该详,5
该语,4
该误,1
该说,177
该请,46
该读,7
该课,21
该谁,6
该调,57
该谅,10
该谈,20
该谋,1
该谢,2
该谦,2
该谨,5
该谴,3
该象,5
该负,13
该财,62
该责,11
该账,17
该货,14
该质,2
该贩,1
该贬,1
该购,1
该贯,1
该贸,1
该费,8
该资,60
该赋,6
该赏,1
该赔,2
该赚,1
该赞,7
该赠,1
该赢,1
该赤,1
该走,135
该赴,1
该赶,2
该起,20
该超,12
该越,2
该趋,1
该足,1
该跑,6
该跟,54
该跨,2
该跪,1
该路,9
该踢,2
该蹲,1
该身,7
该躺,3
该车,11
该轨,3
该转,6
该轮,7
该软,13
该轴,1
该轻,2
该载,2
该较,1
该辅,4
该辆,4
该输,1
该辞,2
该辨,1
该辩,4
该边,3
该达,7
该迁,1
该迅,9
该过,42
该迈,1
该运,53
该返,1
该还,30
该这,100
该进,262
该远,4
该违,7
该连,7
该迫,1
该迷,2
该追,10
该退,11
该送,7
该适,29
该逃,3
该逆,1
该选,32
该透,4
该逐,5
该途,2
该逗,1
该通,103
该造,1
该逮,3
该遇,1
该道,4
该遗,3
该遭,6
该遵,31
该避,24
该邀,12
该那,26
该邦,2
该邪,1
该部,781
该都,10
该酌,4
该配,5
该酸,1
该醒,4
该采,97
该释,1
该里,1
该重,59
该金,4
该针,4
该钦,1
该铭,7
该银,47
该铸,1
该销,5
该锁,2
该错,8
该镇,28
该长,6
该门,4
该闪,1
该闭,6
该问,552
该间,1
该阅,2
该阐,2
该队,5
该防,1
该阵,14
该阶,12
该阻,5
该阿,1
该附,47
该陈,3
该降,3
该限,10
该院,6
该除,1
该陪,1
该随,9
该隐,3
该隔,4
该隶,2
该难,7
该集,167
该雇,28
该雪,1
该零,1
该雷,3
该需,4
该青,2
该静,1
该非,35
该靠,3
该面,1
该项,1744
该顺,5
该顾,12
该颁,4
该预,38
该领,485
该频,2
该题,5
该额,1
该风,6
该飞,19
该餐,1
该饭,1
该饱,1
该馆,4
该首,33
该马,9
该驱,3
该驳,2
该驻,1
该验,1
该骑,1
该高,28
该鬼,1
该鱼,2
该麦,1
该鼓,32
该齐,3
该,4
该,1
该！,2
该（,5
该）,1
该，,14
该：,12
该？,2
详 ,5
详(,1
"详,",1
详、,1
详。,10
详一,1
详不,1
详之,1
详估,1
详列,15
详加,7
详和,2
详地,2
详宁,1
详实,11
详尽,312
详情,416
详拟,4
详明,5
详更,1
详条,1
详查,3
详略,1
详的,30
详离,1
详細,1
详细,2142
详者,1
详见,81
详解,1
详计,1
详谈,8
详载,3
详述,112
详阅,1
详）,1
详，,4
详；,4
诧 ,1
诧ī,2
诧不,2
诧异,12
诧盾,1
诧耙,1
诨.,1
诨、,1
诨。,1
诨给,1
诨，,1
诩为,1
诩具,1
诩心,1
诩是,1
诩独,1
诩的,1
诩这,1
诫:,1
诫”,2
诫。,3
诫不,5
诫世,1
诫中,2
诫交,1
诫人,2
诫他,1
诫以,1
诫你,2
诫协,1
诫卡,1
诫厄,1
诫双,1
诫吉,1
诫同,1
诫吧,1
诫呢,1
诫命,3
诫国,1
诫在,1
诫地,1
诫墨,1
诫大,1
诫她,1
诫委,1
诫安,2
诫巴,1
诫布,1
诫希,1
诫当,1
诫影,1
诫律,4
诫必,1
诫性,1
诫恐,1
诫我,10
诫措,1
诫政,1
诫斐,1
诫显,1
诫民,2
诫沙,1
诫的,2
诫礼,1
诫称,1
诫美,1
诫者,1
诫自,1
诫船,1
诫莱,1
诫行,1
诫补,1
诫要,1
诫说,13
诫过,1
诫那,1
诫里,1
诫阿,1
诫,1
诫，,13
诫：,2
诬你,1
诬告,6
诬穆,2
诬蔑,23
诬陷,8
诬，,2
语 ,86
语!,2
"语""",11
语(,17
语),58
"语,",6
语-,1
语.,12
语/,7
语2,1
语3,1
语4,2
语5,1
语:,2
语?,10
语],51
语f,1
语i,1
语r,1
语s,1
语v,1
语—,3
语―,1
语“,26
语”,4
语…,4
语、,121
语。,170
语》,4
语」,1
语】,3
语一,3
语三,2
语上,9
语下,1
语不,24
语与,11
语专,4
语世,1
语中,38
语为,22
语举,9
语义,8
语之,11
语也,13
语书,8
语了,7
语予,2
语于,1
语互,1
语人,3
语什,1
语仅,1
语今,1
语仍,2
语从,1
语付,1
语代,4
语以,13
语会,5
语传,1
语伤,1
语似,3
语作,23
语你,1
语使,3
语供,1
语便,1
语保,5
语信,1
语修,1
语候,1
