char_ngram,count
霾,10
靈,168
青,4504
靓,20
靖,22
静,3133
靜,128
非,50002
靠,2860
靡,53
面,64329
革,7424
靭,14
靴,602
靶,41
靼,11
鞄,72
鞋,423
鞍,34
鞑,11
鞘,12
鞠,57
鞭,183
韋,20
韓,95
韦,1278
韧,35
韩,1575
音,4871
韵,45
韻,16
響,746
頁,30
頂,858
頃,1232
項,359
順,931
須,234
頌,116
預,817
頑,885
頓,155
頗,10
領,1858
頬,71
頭,3724
頸,32
頻,63
頼,4472
顆,37
題,4873
額,464
顎,69
顏,26
顔,2525
顕,48
願,4254
類,1708
顧,351
顯,166
页,3083
顶,736
顷,163
项,58271
顺,1702
须,20902
顽,161
顾,8380
顿,2935
颁,1588
颂,163
预,24530
颅,23
领,30699
颇,217
颈,126
颊,26
颌,12
颐,11
频,835
颓,16
颖,57
颗,383
题,69328
颚,13
颜,230
额,14532
颠,1196
颤,51
風,1672
飄,16
风,5355
飓,183
飘,111
飙,57
飛,3003
飞,4168
食,12289
飢,190
飯,393
飲,3035
飴,21
飼,268
飽,159
飾,420
餅,34
養,697
餌,159
餐,1341
餓,94
餘,31
館,770
饒,85
饥,701
饪,37
饭,1018
饮,875
饰,246
饱,220
饲,98
饵,55
饶,177
饼,320
饿,917
馁,15
馅,62
馆,1803
馈,269
馏,15
馑,24
首,13825
香,1532
馨,19
馬,2351
馳,31
馴,106
駁,12
駄,1333
駅,415
駆,404
駐,301
駒,49
駕,30
駛,10
駝,37
駱,13
駿,14
騎,260
騒,581
験,1885
騙,470
騰,72
騷,15
驅,29
驕,24
驗,112
驚,1379
马,19683
驭,39
驯,63
驰,102
驱,1713
驳,648
驴,84
驶,364
驹,23
驻,5489
驼,89
驾,508
骂,175
骄,229
骆,69
骇,50
骋,11
验,6587
骏,10
骑,449
骗,826
骚,698
骡,18
骤,2546
骨,1812
骰,22
骷,20
骸,156
骼,34
髄,65
髅,18
髒,15
髓,66
體,225
高,36569
髦,32
髪,898
髭,64
髮,61
鬆,59
鬥,77
鬧,37
鬱,59
鬼,1829
魁,132
魂,1232
魄,33
魅,510
魇,16
魏,149
魔,4354
魚,587
魯,89
鮑,28
鮮,303
鯉,11
鯨,51
鰐,12
鱗,10
鱼,1905
鱿,35
鲁,5104
鲈,11
鲍,350
鲑,25
鲜,1584
鲨,162
鲷,16
鲸,156
鳄,41
鳍,40
鳏,28
鳕,23
鳞,12
鳟,11
鳥,796
鳩,29
鳴,633
鴉,16
鴨,10
鵝,10
鶏,114
鶴,14
鷲,15
鷹,62
鸞,14
鸟,475
鸡,631
鸣,103
鸥,19
鸦,251
鸭,84
鸵,10
鸽,65
鸿,229
鹅,127
鹉,36
鹏,23
鹤,26
鹦,40
鹰,158
鹸,30
鹿,1275
麒,15
麓,28
麗,493
麟,19
麥,155
麦,3192
麵,30
麺,19
麻,3279
麼,3903
麽,427
黃,72
黄,1039
黎,5392
黏,41
黑,4937
黒,1106
默,1287
黙,1648
黛,274
點,1123
黨,45
黯,25
鼎,35
鼓,7480
鼠,408
鼬,12
鼻,618
齊,35
齋,11
齐,1025
齡,19
齢,231
齿,173
龄,2332
龌,10
龍,107
龐,12
龙,854
龟,154
ꦣ,184
가,263066
각,21397
간,24235
갇,447
갈,8755
갉,40
감,12949
갑,2819
값,961
갓,190
갔,5175
강,5422
갖,3298
같,26525
갚,311
갛,22
개,11136
객,881
갠,29
갤,207
갯,45
갱,207
갸,30
걀,94
걍,44
걔,2114
걘,373
걜,92
거,118071
걱,2882
건,34390
걷,595
걸,24091
검,3306
겁,6443
것,65284
겄,86
겉,98
게,134112
겐,1436
겔,103
겟,211
겠,37270
겨,5276
격,5000
겪,569
견,3698
결,12600
겸,402
겹,199
겼,2489
경,17002
곁,560
계,21409
고,205636
곡,1052
곤,2591
곧,2454
골,2165
곪,19
곯,12
곰,251
곱,795
곳,8109
공,12306
과,34706
곽,110
관,15269
괄,74
광,2813
괘,39
괜,10820
괴,2291
굉,641
교,7776
구,44675
국,9350
군,21147
굳,353
굴,3813
굵,25
굶,288
굼,43
굽,258
굿,148
궁,1531
궂,64
궈,66
권,3973
궐,46
궜,23
궤,189
귀,4398
귄,133
귈,41
귓,21
규,1233
균,452
귤,16
그,277513
극,1342
근,7534
글,3903
긁,140
금,22307
급,3282
긋,219
긍,180
기,115380
긴,7391
길,14165
김,573
깁,218
깃,303
깄,300
깅,52
깊,847
까,39724
깍,86
깎,95
깐,4874
깔,546
깜,650
깝,352
깟,31
깡,120
깥,207
깨,2974
깬,57
깰,53
깼,103
깽,36
꺄,48
꺼,4275
꺽,40
꺾,111
껀,101
껄,220
껌,75
껍,195
껏,359
껐,38
껑,51
께,18706
껜,11
껴,990
꼈,330
꼐,40
꼬,1618
꼭,1789
꼰,26
꼴,752
꼼,300
꼽,105
꽁,115
꽂,183
꽃,634
꽈,14
꽉,451
꽐,13
꽝,69
꽤,1062
꽥,48
꾀,54
꾸,3105
꾹,39
꾼,742
꿀,517
꿇,230
꿈,1807
꿉,43
꿋,21
꿍,78
꿔,577
꿨,323
꿩,10
꿰,136
뀌,487
뀐,95
뀔,107
끄,1322
끈,416
끊,1029
끌,1494
끓,216
끔,2195
끕,13
끗,500
끙,13
끝,6115
끼,4193
끽,95
낀,216
낄,371
낌,748
낍,14
낑,22
나,168384
낙,813
낚,205
난,29884
날,18844
낡,89
남,14354
납,974
낫,794
났,5934
낭,1249
낮,1357
낯,199
낱,56
낳,522
내,79420
낵,12
낸,1787
낼,2261
냄,1071
냅,291
냇,38
냈,3439
냉,412
냐,11530
냔,41
냠,10
냥,9832
너,51099
넉,54
넋,21
넌,7898
널,4776
넓,367
넘,2686
넛,115
넜,16
넣,2011
네,55672
넥,144
넨,793
넬,631
넵,57
넷,892
녀,12749
녁,1345
년,8085
녈,73
념,722
녔,424
녕,4849
녘,40
녜,543
노,20563
녹,738
논,1196
놀,3363
놈,6657
농,1555
높,1608
놓,3590
놔,2204
놨,965
뇌,1207
뇨,10877
뇰,10
뇽,36
누,17228
눅,42
눈,4209
눌,383
눔,19
눕,145
눠,250
눴,87
뉘,70
뉴,1543
뉼,12
늄,64
느,12736
늑,328
는,248344
늘,11332
늙,599
늠,16
능,6585
늦,1582
늪,31
늬,68
니,169069
닉,1010
닌,3331
닐,1170
님,55435
닙,1205
닛,79
닝,337
다,218821
닥,5836
닦,261
단,16537
닫,1086
달,9950
닭,273
닮,334
닳,37
담,4392
답,4381
닷,103
당,41508
닻,13
닿,221
대,61460
댁,407
댄,480
댈,130
댐,55
댑,25
댓,147
댔,429
댕,108
댜,19
더,32139
덕,1171
던,17010
덜,535
덟,124
덤,669
덥,91
덧,108
덩,1008
덫,82
덮,660
데,54456
덱,105
덴,386
델,759
뎀,48
뎁,92
뎃,20
뎅,48
뎌,168
뎠,16
도,126256
독,3433
돈,4116
돋,128
돌,12640
돔,155
돕,718
돗,17
동,19811
돛,50
돠,10
돼,14940
됀,18
됏,13
됐,9633
되,34397
된,11348
될,8563
됨,696
됩,1572
됫,28
됬,415
두,24963
둑,481
둔,563
둘,6103
둠,502
둡,130
둣,10
둥,886
둬,1414
뒀,639
뒈,61
뒤,3922
뒷,446
뒹,41
듀,304
듈,162
듐,17
드,28037
득,1350
든,27512
듣,2773
들,156491
듬,226
듭,232
듯,1971
등,2964
디,17298
딕,229
딘,899
딛,45
딜,823
딤,11
딥,28
딧,33
딨,1325
딩,746
딪,204
따,8165
딱,1361
딴,644
딸,2461
땀,156
땄,51
땅,1750
땋,26
때,30542
땐,989
땔,25
땜,163
땠,389
땡,181
떄,64
떠,5786
떡,792
떤,5933
떨,3133
떳,33
떴,85
떵,12
떻,10419
떼,761
뗄,41
뗏,27
뗐,31
또,8337
똑,2610
똘,70
똥,663
똬,23
뚜,240
뚝,119
뚤,37
뚫,372
뚱,504
뛰,1601
뛴,26
뛸,61
뜁,12
뜨,1820
뜩,186
뜬,90
뜯,199
뜰,135
뜸,50
뜻,2955
띄,247
띈,17
띔,12
띠,108
띤,17
띨,12
라,148318
락,5158
란,8082
랄,1302
람,27034
랍,1199
랏,20
랐,2743
랑,18141
랗,73
래,38247
랙,760
랜,2184
랠,50
램,1332
랩,198
랫,579
랬,4218
랭,884
랴,128
략,468
량,1313
러,44425
럭,727
런,18688
럴,4277
럼,15360
럽,2620
럿,136
렀,1598
렁,382
렇,18718
레,14081
렉,2182
렌,1737
렐,264
렘,169
렙,67
렛,321
렝,54
려,40895
력,7342
련,2419
렬,408
렴,1243
렵,912
렷,72
렸,6663
령,4985
례,2363
로,126166
록,10741
론,5483
롤,995
롬,410
롭,1578
롯,451
롱,886
롸,13
뢰,644
료,4632
룡,197
루,7736
룩,368
룬,176
룰,277
룸,313
룹,510
룻,254
룽,22
뤄,301
뤘,66
뤼,43
류,3527
륙,464
륜,71
률,421
륨,130
륭,1469
르,24108
륵,105
른,14130
를,102051
름,8774
릅,420
릇,371
릉,96
릎,369
리,144208
릭,2064
린,13744
릴,8589
림,3250
립,2345
릿,797
링,1162
마,58938
막,6194
만,75879
많,8502
맏,36
말,78352
맑,71
맘,1187
맙,3125
맛,1878
망,9131
맞,9120
맡,1731
맣,32
매,9753
맥,2494
맨,1486
맬,38
맴,68
맵,70
맷,175
맸,35
맹,2310
맺,294
머,9986
먹,8734
먼,3469
멀,1976
멈,1912
멋,2486
멍,2042
멎,39
메,7726
멕,333
멘,531
멜,644
멤,160
멧,118
멩,27
며,17126
멱,15
면,62207
멸,1839
몄,83
명,18783
몇,4843
모,42101
목,7135
몫,381
몬,1144
몰,6442
몸,2198
몹,114
못,21908
몽,757
뫼,10
묘,438
무,45714
묵,374
묶,503
문,22343
묻,1454
물,18623
묽,27
뭄,46
뭇,171
뭉,223
뭍,24
뭐,20236
뭔,5195
뭘,4693
뭡,150
뭣,191
뮌,12
뮐,13
뮤,239
뮬,130
뮴,13
므,1284
믄,144
믈,41
미,26993
믹,121
민,3072
믿,12331
밀,3800
밈,153
밉,16
밋,221
밌,1074
밍,351
및,268
밑,957
바,23770
박,5273
밖,3570
반,9528
받,13123
발,14248
밝,1236
밟,361
밤,5043
밥,958
밧,157
방,17493
밭,157
배,12387
백,7705
밴,520
밸,86
뱀,305
뱃,162
뱅,209
뱉,110
버,19910
벅,215
번,13449
벌,7546
범,3501
법,7135
벗,1880
벙,188
베,7427
벡,96
벤,1004
벨,1122
벰,11
벳,112
벵,65
벼,407
벽,2334
변,5422
별,4842
볍,118
볐,12
병,5757
볕,41
보,67320
복,9194
볶,28
본,6210
볼,6028
봄,131
봅,464
봇,262
봉,1364
봐,20369
봤,6366
봬,44
뵀,15
뵈,141
뵌,23
뵐,53
뵙,247
부,41654
북,1250
분,32859
불,17046
붉,175
붐,53
붓,123
붕,421
붙,2021
뷔,37
뷰,389
뷸,55
브,6866
븐,651
블,3008
븨,13
비,26229
빅,437
빈,1825
빌,2441
빔,85
빕,76
빗,388
빙,343
빚,416
빛,1554
빠,10187
빡,293
빤,280
빨,4544
빰,15
빳,15
빴,120
빵,445
빼,1723
빽,27
뺀,39
뺄,39
뺏,383
뺐,50
뺑,27
뺨,46
뻐,1003
뻑,41
뻔,844
뻗,131
뻘,28
뻣,34
뻤,88
뻥,68
뼈,622
뼉,13
뼛,27
뽀,160
뽐,27
뽑,480
뽕,86
뾰,44
뿅,33
뿌,432
뿍,10
뿐,5556
뿔,156
뿜,50
뿡,12
쁘,1747
쁜,2252
쁠,147
쁨,408
쁩,55
삐,199
삑,14
사,97875
삭,1130
산,7610
살,15954
삶,1817
삼,2053
삽,375
삿,33
샀,272
상,37997
샅,112
새,8947
색,3831
샌,474
샐,167
샘,825
샛,25
샜,17
생,35447
샤,1321
샨,37
샬,131
샴,119
샵,34
샷,107
샹,72
섀,50
서,117305
석,4098
섞,239
선,24380
섣,19
설,7056
섬,1241
섭,627
섯,820
섰,209
성,22530
세,37208
섹,1309
센,1143
셀,560
셈,377
셉,485
셋,897
셌,23
셔,4114
션,1867
셜,542
셧,31
셨,11021
셰,661
셴,38
셸,223
소,30088
속,15337
손,8381
솔,1384
솜,162
솟,145
송,4659
솥,13
솨,13
쇄,723
쇠,946
쇳,24
쇼,1356
숀,94
숄,15
숍,125
숏,15
수,62398
숙,2240
순,6194
숟,26
술,9762
숨,4039
숫,458
숭,1543
숯,16
숱,19
숲,479
숴,104
쉈,26
쉐,618
쉘,167
쉬,2828
쉰,48
쉴,325
쉼,22
쉽,1120
쉿,166
슈,1208
슌,20
슐,93
슘,56
슛,11
스,60330
슥,20
슨,12589
슬,3903
슴,937
습,27255
슷,500
승,2973
시,93014
식,14765
신,65166
싣,83
실,34133
싫,4046
심,18450
십,4475
싯,28
싱,744
싶,11340
싸,4123
싹,202
싼,272
쌀,193
쌈,33
쌌,73
쌍,857
쌓,254
쌔,39
쌤,83
쌩,30
썅,106
써,3852
썩,312
썬,79
썰,83
썸,33
썹,75
썻,22
썼,666
썽,87
쎄,1117
쎈,25
쏘,633
쏙,46
쏜,235
쏟,215
쏠,220
쏴,495
쐈,262
쐐,13
쐬,47
쑈,11
쑤,140
쑥,97
쓰,4497
쓱,13
쓴,541
쓸,1490
씀,5459
씁,67
씌,202
씨,7908
씩,936
씬,984
씰,39
씹,167
씻,324
씽,10
아,233897
악,7481
안,61362
앉,2457
않,31250
알,43363
앎,16
앓,84
암,2791
압,1852
앗,776
았,24882
앙,2296
앞,3864
애,11034
액,1366
앤,1011
앨,1128
앰,155
앱,52
앳,18
앴,28
앵,89
야,109897
약,13122
얀,338
얄,57
얇,47
얌,167
얏,14
양,8189
얕,61
얗,62
얘,10092
얜,152
얠,18
얭,136
어,249645
억,4495
언,9181
얹,57
얻,2208
얼,8022
얽,63
엄,11184
업,4782
없,46466
엇,2646
었,49822
엉,1130
엊,20
엌,173
엎,478
에,216458
엑,347
엔,6221
엘,2892
엠,455
엡,15
엣,106
엥,34
여,67909
역,7276
엮,105
연,11789
열,7134
염,2256
엽,501
엾,56
엿,502
였,16392
영,11271
옅,11
옆,1094
예,24224
옌,43
옐,55
옘,14
옙,34
옛,880
오,47042
옥,3633
온,7388
올,8870
옮,766
옳,1159
옴,94
옵,1282
옷,1740
옹,235
와,32007
왁,44
완,4957
왈,174
왑,17
왓,240
왔,10776
왕,3349
왜,13467
왠,201
외,7401
왼,757
요,265129
욕,2344
욘,141
욜,24
욥,20
용,15805
우,58532
욱,518
운,18111
울,5931
움,6169
웁,92
웃,2538
웅,850
워,16070
웍,17
원,23266
월,3034
웜,31
웠,2573
웨,1689
웩,38
웬,799
웰,263
웹,340
위,29214
윅,59
윈,874
윌,855
윗,423
윙,115
유,17050
육,1449
윤,178
율,704
융,172
으,73492
윽,135
은,143629
을,211476
읊,32
음,25270
읍,197
응,5376
의,115945
이,459044
익,1730
인,58296
일,62965
읽,1901
잃,2340
임,7865
입,19030
잇,281
있,119056
잉,509
잊,1952
잌,55
잎,233
자,113087
작,12679
잔,2703
잖,21066
잘,17725
잠,8185
잡,6627
잣,71
잤,528
장,33074
잦,27
재,11547
잭,882
잰,32
잼,51
잽,56
잿,40
쟀,24
쟁,3234
쟈,84
쟎,36
쟝,15
쟤,1009
쟨,123
쟬,12
저,39416
적,21017
전,48581
절,9028
젊,711
점,5141
접,3554
젓,46
정,44851
젖,404
제,55538
젝,381
젠,3917
젤,595
젬,83
젯,748
져,9774
젼,53
졌,5607
조,21833
족,5492
존,3971
졸,856
좀,16359
좁,198
좃,10
종,8266
좆,390
좇,22
좋,26940
좌,1190
죄,7845
죗,19
죠,40814
주,56258
죽,17695
준,7666
줄,14427
줌,595
줍,376
줏,25
중,21152
줘,9269
줬,3271
쥐,818
쥔,24
쥘,10
쥬,170
쥴,82
즈,3402
즉,633
즌,125
즐,1686
즘,767
즙,35
증,7842
지,244767
직,13526
진,29107
질,9952
짊,108
짐,1630
집,12652
짓,6523
징,1064
짖,125
짙,59
짚,122
짜,6430
짝,1151
짠,106
짢,33
짤,166
짧,312
짬,27
짭,64
짰,19
짱,301
째,2828
짼,16
쨋,133
쨌,950
쨍,16
쩌,1890
쩍,176
쩐,150
쩔,668
쩜,107
쩝,11
쩡,340
쩨,25
쪄,35
쪘,26
쪼,264
쪽,6787
쫄,142
쫌,108
쫑,25
쫒,126
쫓,1165
쫙,42
쬐,35
쭈,58
쭉,185
쭐,38
쭤,102
쯔,13
쯤,1155
쯧,12
찌,1042
찍,2781
찐,67
찔,261
찜,60
찝,21
찡,30
찢,333
차,11246
착,3214
찬,2524
찮,11030
찰,3726
참,4945
찹,13
찻,19
찼,187
창,5079
찾,10527
채,2628
책,3887
챈,125
챌,45
챔,165
챕,25
챘,113
챙,689
챠,28
챤,27
챨,23
처,14457
척,1913
천,7937
철,1314
첨,309
첩,219
첫,1702
청,5946
체,9206
첸,146
첼,491
쳇,86
쳐,5309
쳤,2740
초,4636
촉,530
촌,1022
촐,19
촘,14
촛,79
총,3745
촬,378
최,5892
쵸,149
추,7097
축,3347
춘,456
출,6108
춤,805
춥,142
충,5923
춰,1444
췄,336
췌,77
취,2884
츄,68
츠,1384
측,979
층,1091
치,23778
칙,965
친,11560
칠,2403
침,5497
칩,241
칫,122
칭,442
카,8683
칵,59
칸,516
칼,1613
캄,100
캇,213
캉,47
캐,1696
캑,21
캔,431
캘,511
캠,817
캡,351
캣,280
캤,13
캥,16
캬,18
커,3754
컥,37
컨,727
컬,419
컴,630
컵,232
컷,360
컸,219
컹,25
케,6378
켄,254
켈,259
켑,11
켓,521
켜,4787
켤,28
켬,10
켰,1083
코,6659
콕,93
콘,894
콜,1409
콤,347
콥,232
콧,291
콩,567
콰,47
콱,24
콴,27
쾅,36
쾌,306
쾡,10
쾨,14
쿄,69
쿠,1240
쿡,44
쿤,36
쿨,178
쿰,19
쿵,108
쿼,78
퀀,25
퀘,71
퀴,335
퀵,10
퀸,287
퀼,112
큐,327
큘,10
크,14655
큰,3341
클,3694
큼,1667
큽,35
킁,22
키,9494
킥,37
킨,1049
킬,1292
킴,458
킵,128
킷,170
킹,858
타,12248
탁,2483
탄,3097
탈,1978
탉,38
탐,881
탑,334
탓,410
탔,246
탕,671
태,6167
택,4331
탠,278
탤,33
탬,47
탭,265
탯,28
탱,267
터,22143
턱,224
턴,1994
털,858
텀,62
텁,15
텅,83
테,18059
텍,660
텐,2548
텔,999
템,1142
텝,54
텡,11
텨,156
텼,35
토,5556
톡,103
톤,659
톨,273
톰,442
톱,581
통,9240
퇴,1012
투,3639
툭,44
툰,35
툴,121
툼,72
퉁,101
퉜,13
튀,383
튄,12
튈,12
튕,44
튜,577
튤,17
튬,54
트,20954
특,2302
튼,1467
틀,2786
틈,182
티,6891
틱,395
틴,906
틸,319
팀,1945
팁,123
팅,653
파,14164
팍,124
팎,10
판,4820
팔,2604
팜,72
팝,198
팟,97
팠,137
팡,191
팥,12
패,2948
팩,161
팬,646
팰,29
팸,46
팻,68
팼,15
팽,146
퍼,4547
퍽,83
펀,134
펄,104
펌,90
펐,24
펑,107
페,2906
펙,40
펜,496
펠,399
펨,34
펩,13
펫,110
펭,171
펴,619
편,6769
펼,312
폈,74
평,3957
폐,1539
포,7304
폭,2917
폰,900
폴,1324
폼,201
퐁,29
표,4744
푸,1690
푹,148
푼,529
풀,2955
품,2239
풋,179
풍,1571
퓨,569
퓰,19
프,12810
픈,750
플,2793
픔,458
피,12273
픽,257
핀,595
필,11101
핌,27
핍,89
핏,125
핑,573
하,297757
학,6158
한,107297
할,46283
핥,38
함,14168
합,13426
핫,148
항,5831
해,115420
핵,412
핸,432
핼,10
햄,264
햇,186
했,52149
행,16302
햐,44
향,2964
허,3997
헉,30
헌,888
헐,213
험,4962
헛,740
헝,62
헤,2703
헥,81
헨,502
헬,828
헴,29
헵,11
헷,91
헹,17
혀,3702
혁,271
현,5399
혈,2531
혐,358
협,1722
혓,14
혔,869
형,7198
혜,4647
호,11530
혹,2800
혼,8084
홀,1194
홈,463
홉,230
홍,596
화,16134
확,7571
환,7016
활,2833
홧,13
황,4681
횃,24
회,9759
획,2039
횟,35
횡,122
효,1068
후,9069
훅,45
훈,1549
훌,1528
훑,40
훔,1124
훗,23
훤,51
훨,795
훼,63
휘,704
휙,14
휠,128
휩,68
휴,1496
휼,11
흉,775
흐,1065
흑,839
흔,1161
흘,965
흙,458
흠,533
흡,630
흥,1062
흩,172
희,30245
흰,526
흴,77
히,16700
힉,66
힌,774
힐,677
힘,4066
힙,96
힝,11
,14121
,35
,24
,12
,29
,1025
,21
,127
,10
,19
,13
,14
,16
,37
,13
,20
,20
,17
,19
,34
,16
,16
,15
,11
,163
,10
,70
,24
,68
,17
,10
,14
,18
,12
,10
,148
,11
,37
,151
,15
,24
,37
,51
,10
,13
,440
,264
,24
,11
,18
,15
,13
,15
,44
,11
,11
,22
,11
,96
,22
,20
,10
,11
,11
,11
,13
,16
,10
,20
,10
,151
,107
,13
,517
,18
,108
,350
,207
,305
,14
,14
,13
,381
,586
,14
,265
,14
,32
,16
,29
,14
,115
,130
,10
,10
,117
,17
,11
,105
,38
,107
,61
,29
,30
,37
,24
,12
,13
,18
,10
,118
,12
,365
,11
,78
,21
,11
,152
,137
,11
,33
,12
,53
,11
,20
,52
,23
,13
,19
,11
,24
,45
,61
,52
,316
,83
,291
,140
,67
,10
,37
,41
,40
,1001
,57
,11
,69
,26
,10
,117
,10
,47
,11
,31
,23
,21
,15
,20
,13
,11
,15
,50
,37
,22
,62
,48
,14
,19
,26
,34
,75
,17
,12
,12
,21
,21
,218
,21
,11
,37
,25
,39
,33
,2100
,42
,145
,65
,20
,37
,20
,40
,41
,173
,455
,16
,139
,14
,41
,14
,13
,22
,47
,24
,20
,30
,55
,19
,40
,13
,44
,39
,51
,27
,17
,22
,192
,14
,17
,12
,12
,14
,445
,326
,63
,98
,106
,336
,29
,31
,38
,393
,17
,117
,149
,145
,301
,66
,43
,174
,210
,170
,140
,42
,13
,256
,258
,68
,142
,21
,29
,83
,74
,15
,495
,60
,17
,17
,229
,44
,18
,709
,159
,97
,289
,20
,70
,111
,39
,182
,65
,207
,13
,149
,40
,41
,26
,82
,15
,202
,12
,108
,148
,213
,571
,434
,417
,145
,244
,10
,20
,37
,435
,18
,16
,1584
,38
,16
,52
,31
,17
,13
,12
,17
,14
,16
,10
,11
,164
,124
﨑,12
ﬁ,95
ﬂ,45
ײַ,36
ﬠ,24
אַ,91
אָ,83
פּ,13
פֿ,39
ﭗ,264
ﮊ,28
﴾,592
﴿,577
﷓,18
ﷲ,69876
ﷺ,1255
️,40
︺,20
︽,45
﹁,34
﹊,12
﹋,19
﹍,32
﹐,30
﹑,40
﹒,33
﹗,20
﹚,61
﹛,15
﹝,98
﹣,91
ﺀ,24
ﺂ,209
ﺃ,168
ﺄ,12
ﺅ,55
ﺇ,45
ﺉ,2629
ﺋ,14
ﺍ,258
ﺎ,337
ﺐ,22
ﺑ,73
ﺒ,55
ﺓ,28
ﺔ,62
ﺕ,13
ﺖ,48
ﺗ,73
ﺘ,78
ﺚ,796
ﺛ,1743
ﺜ,16
ﺝ,10
ﺟ,45
ﺠ,24
ﺣ,49
ﺤ,47
ﺦ,134
ﺧ,27
ﺨ,15
ﺩ,34
ﺪ,98
ﺫ,31
ﺬ,43
ﺭ,64
ﺮ,156
ﺯ,9
ﺰ,23
ﺳ,51
ﺴ,45
ﺷ,28
ﺸ,18
ﺻ,19
ﺼ,15
ﻀ,15
ﻄ,14
ﻆ,186
ﻇ,5349
ﻈ,17
ﻊ,14
ﻋ,82
ﻌ,66
ﻎ,72
ﻏ,13
ﻑ,11
ﻒ,11
ﻓ,58
ﻔ,34
ﻗ,40
ﻘ,54
ﻙ,16
ﻚ,49
ﻛ,62
ﻜ,62
ﻝ,16
ﻞ,61
ﻟ,263
ﻠ,78
ﻡ,16
ﻢ,40
ﻣ,164
ﻤ,64
ﻥ,62
ﻦ,77
ﻧ,148
ﻨ,113
ﻪ,29
ﻫ,219
ﻬ,39
ﻭ,75
ﻮ,104
ﻰ,29
ﻱ,24
ﻲ,89
ﻳ,91
ﻴ,159
ﻵ,12
ﻷ,36
ﻹ,19
ﻻ,22928
ﻼ,27
﻿,2423
！,74651
＃,61
＄,18
％,5544
＆,137
（,86066
）,86286
＊,366
＋,48
，,782053
－,3446
．,10715
／,273
０,4018
１,7951
２,6258
３,3602
４,1806
５,2477
６,1479
７,1079
８,1173
９,996
：,46230
；,66164
＜,540
＝,214
＞,528
？,199868
＠,21
［,1113
＼,12
］,1099
＾,10
＿,69
｀,13
ａ,447
ｂ,305
ｃ,359
ｄ,310
ｅ,222
ｆ,203
ｇ,140
ｈ,65
ｉ,314
ｊ,105
ｋ,322
ｌ,120
ｍ,343
ｎ,204
ｏ,358
ｐ,206
ｑ,40
ｒ,200
ｓ,282
ｔ,254
ｕ,83
ｖ,145
ｗ,59
ｘ,79
ｙ,69
ｚ,21
～,530
｡,1071
｢,114
｣,110
､,81
･,3446
ｨ,48
ｪ,37
ｫ,15
ｭ,24
ｮ,367
ｯ,166
ｰ,144
ｱ,460
ｲ,212
ｳ,64
ｴ,302
ｵ,46
ｶ,27
ｷ,16
ｸ,89
ｹ,240
ｺ,189
ｼ,90
ｽ,59
ｾ,19
ｿ,19
ﾀ,235
ﾁ,500
ﾃ,48
ﾄ,280
ﾅ,299
ﾆ,94
ﾈ,69
ﾉ,15
ﾊ,32
ﾋ,61
ﾌ,97
ﾍ,15
ﾎ,26
ﾏ,454
ﾐ,73
ﾑ,10
ﾒ,31
ﾖ,24
ﾗ,39
ﾘ,175
ﾙ,623
ﾚ,39
ﾛ,13
ﾝ,653
ﾞ,320
ﾟ,65
�,20758
🎵,11
🎶,11
🎼,10
👏,11
😀,49
😂,51
😉,50
😛,24
🙂,17
